product_family_name,product_id,train_sales_amount,reason_type,reason_message
damaged stock,40016,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damaged/dirty,85060,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damaged?,22058,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damages etc,84078A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damages/credits from ASOS.,79164,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damages/display,20893,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damages/dotcom?,37370,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damages/showroom etc,22655,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
damges,21323,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
debenhams,21770,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
did a credit and did not tick ret,47556B,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
dirty,21858,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"dirty, torn, thrown away.",45008C,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
display stands,21764,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
donated to the Food Chain charity.,22607,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
dotcom email,22902,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
dotcom sold sets,85175,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
entry error,46000R,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
eurobargain invc/credit,84924D,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
faulty,22423,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
for show,85070,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
found again,22037,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
incorrect credit,84925D,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
incorrectly credited C550456 see 47,47566B,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
incorrectly made-thrown away.,84406B,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
invcd as 84879?,21133,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
invoice 506647,84016,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
label mix up,85096,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
throw away,72140F,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
tk maxx mix up with pink,37479B,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
used for show display,21760,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wedding co returns?,15056N,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wet & rotting,84858B,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wet and rotting,84858A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wet cartons,72232,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wet ctn,84508A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wet damages,35015,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wet/smashed/unsellable,79000,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wonky bottom/broken,22423,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrong barcode,21689,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrong barcode (22467),22719,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrong code?,22467,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrong ctn size,85017A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrong invc,17129C,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrongly sold (22719) barcode,22467,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
wrongly sold sets,85175,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
